OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
11,186190,158580,9.086470304298071,1184.1110337402993,158561,5134194165.607142,5098789851.259251,5134115088.550224,5106964280.824429,5062835149.444722,5033120322.180215,4998369627.171943,5054893203.418854,5004962975.006713,4991599818.45093,4995684752.043285,4945433830.414243,4925797359.459506,4886922545.954524,4833792537.148287,4869930013.604781,4797429688.59443,4736897158.326148,4662843376.894786,4718345865.656735,4731111820.493703,4764393625.362401,4784513286.114664,4766727357.77228,4708366237.123798,4770919512.855207,4857886213.101023,4871631623.891698,4820165658.039753,4833035318.7559185,4752965526.60592,4735412382.239645,4761992056.289989,4703943562.647781,4644838108.7395935,4611167896.377615,4541553788.836782,4502854682.431475,4454540839.91507,4533971417.289793,4424401058.380794,4398712642.672777,4386573757.804047,4358376165.430768,4294823392.722616,4337060858.669142,4214355643.266331,4126324987.8296337,4058953534.1842875,4081888429.0948834,4069316531.579934,4109453984.6307745,4086903416.188201,4041609618.282025,4028886571.9032426,4054811032.7739124,4101933175.597446,4108634441.318927,4091423557.914514,4176204608.32364,4141341149.003143,4142106232.199639,4105350937.907525,4139573101.42067,4118147464.857119,4091084196.0112658,4031358206.9353623,4011961827.2161374,3946099843.5947847,3943152747.4027452,3868265957.237633,3785498501.782559,3734697190.9052577,3710905914.7049046,3703565815.1203327,3726464641.2715797,3669866470.4681416,3642727877.5266433,3618623880.927853,3583940732.8939447,3483999126.245839,3404349705.7031283,3422272810.553331,3438382760.9758253,3416581272.47467,3421564426.91404,3425223223.529476,3401201871.8455105,3405267366.2592525,3420729239.3022676,11795509096.005213
12,14118,11029,2.200613792604633,78.00107033098612,11024,9973633308.901814,9994182724.442106,10083009756.694706,10024291580.211826,10014791656.906876,9950433970.336994,9949639616.532318,10091242057.458578,10194537912.649193,10183014669.607521,10232109321.135902,10212572708.990108,10263341319.837738,10319101762.96933,10400686466.706198,10397462453.812042,10482888384.85751,10361896884.955463,10350808838.946339,10400805800.529667,10465453736.537199,10464164041.000772,10486146593.536806,10423008439.641552,10549266701.235302,10611888676.890896,10680667361.748228,10645103760.927143,10555988034.397964,10443763426.602345,10385235472.940405,10220574339.296389,10318182867.700317,10283144421.11995,10299439006.760038,10215367520.322771,10235368708.971546,10202144551.289478,10373616457.044659,10421578876.574356,10474774637.708897,10608168867.35094,10628979348.42818,10631803448.3102,10684741169.52059,10638536061.08319,10638437738.442442,10678072144.440674,10785618562.84653,10848233168.359322,10808936005.064125,10944928397.548416,11015155323.178394,10869155350.87788,10939082641.704494,11038396710.61032,11168007191.703661,11233708244.753056,11220620306.67833,11112918965.443836,11151617303.557932,11229121842.037395,11126550970.454361,11104704447.63065,11308399296.002089,11331050563.667381,11343067001.602749,11416093145.109028,11418759484.278923,11375083467.105392,11349875154.755127,11489424652.467815,11505572033.351055,11681970375.718369,11849246807.398445,11969120793.223389,12063424230.138142,12064061799.938654,12132221891.009327,12149828745.381504,12190122049.11546,12181254944.43647,12116335085.397888,12186047089.761105,12319203943.447685,12145986298.201885,12107728464.7574,12229897388.541565,12203776201.067837,12232069979.0831,73530607348.59956
13,85875,73102,3.8880077580345276,289.5644490122024,73093,10980356528.96972,10911962937.219397,11054248061.631632,11170856799.827524,11226160400.947815,11233837430.953058,11210132696.48747,11118552682.543203,11129764013.519493,11094237092.973045,11085178605.01458,11009381940.552637,11137853863.57276,11248743090.956224,11468991016.814957,11371758509.81856,11274664775.806389,11187893971.080877,11149594041.341528,11128390978.337448,11238647343.85828,11166598943.408792,11218836017.55234,11126498748.149307,11034309783.748543,10981955236.930449,11027653197.154179,11094273059.691118,11226914014.049515,11261942464.039371,11295192851.356487,11339204732.373007,11349366229.841948,11285156305.407112,11207096012.67734,11058981239.740042,11184706660.09422,11147749609.407036,11090461778.438961,11089113050.322931,11091007933.7357,11019005977.197866,10991496903.432276,10937734455.075281,10976403963.129883,11059385072.429876,11109009260.955841,11118583775.191275,11162116249.131939,11174680121.808256,11207404833.35216,11113317743.015541,11054496728.589128,11012858809.043707,10959518889.299307,10897675142.765362,10884102550.581556,10865931288.721378,10874688866.40166,10852184827.295317,10886669322.58425,10891533448.286789,10928643370.075691,10925774281.324923,10884221572.049685,10808240354.072983,10724181583.874924,10599840085.310257,10662477422.254576,10605133120.066587,10528220687.541838,10463463037.278831,10456082949.20124,10343250914.200994,10419503730.27325,10465298795.73734,10555017795.838785,10558519551.279753,10654806496.901932,10759400574.28975,10769154571.288506,10738975788.603764,10767441253.769728,10794370690.093328,10854876050.646614,10820494686.933558,10913993379.723076,10988405247.220453,11002788176.667995,10820789178.59458,58234555542.9837
14,16130,13271,9.55808192023062,506.94675321383795,13259,42504268016.16482,42450659911.661644,42347554203.882454,42887311039.64195,42874102627.91725,43393573111.11544,43465634567.40027,43321092377.5504,43234681243.261055,43149040378.84418,42811305608.96385,42564237742.61358,42957758671.845795,43269957883.185036,43597335791.98249,43395106058.66989,44100217429.06925,44095737384.53751,44222994919.73213,44142860316.4708,44173831679.19778,44046017095.41495,44257866614.75329,44247330589.40268,44287668209.47134,44536817995.74511,44092091890.01679,43996024193.14696,44194407438.65637,44099121438.64753,43988871486.93681,43972350932.66021,44057822640.96319,44156215192.2444,44187536602.878746,44245506017.07103,44117995665.30903,43663451220.25455,44213138044.03806,44428926575.779366,44336413573.09858,44489587864.06368,44878991799.39379,44747551590.4294,44994150780.52662,45444491120.764824,45371751230.025154,45803276276.8226,45822140279.73769,45854580682.54481,45780302583.63101,45841261395.68019,45992977143.00773,45921232966.46857,45776361794.19922,45532961609.66605,45749856886.107025,46182192101.70434,46345616170.941826,46291760840.08085,46211255309.14008,46311937062.64137,46011340993.68976,45682203330.358025,45787905944.79362,45593428188.66098,45021289693.15598,45047783694.89221,45149945493.43018,45121599937.97429,44936927631.30443,45162304928.97141,45234463343.45197,45265178154.624344,45353307943.27338,45727067960.62203,46178469001.004196,45853511775.83796,45682696643.98309,45512813547.6209,45384144166.44578,45460334694.23503,45382014343.73467,45770379807.55151,46056273825.29525,45860790624.81748,46084424033.671036,46179699747.99572,46536422530.70105,46276866700.79496,159437982545.33844
15,45479,36473,22.669045411575784,829.9191476021257,36454,67624140831.55283,67738246167.1367,67567258071.11023,68600968361.046265,68827780778.01541,69484542834.1522,69486452892.51994,69738840047.27396,69491159806.2382,69247269739.89151,69091427161.18344,68969365245.6188,69754850322.4733,70448766828.37607,71136634597.38522,71071238123.6081,71819134730.86261,71824363630.96587,71825675244.77768,71388921252.29526,71318255523.79997,70233222151.30128,70297679886.9604,70009967937.40163,69790794510.90828,70073516395.89162,69578053985.77306,69818472557.47054,69981956004.34918,69878975012.41992,70085911500.68156,69963839685.86256,69949850616.58821,70022988029.85327,69820029704.1198,69913079580.54356,69784321433.78235,69563274115.4585,70864210960.30806,71222286737.84935,71415901778.60794,71860360857.23198,73055397104.97952,73176335078.49712,73862972885.07349,74796371063.37997,74909601721.27698,75279523632.24417,75227205985.54137,75003323263.72833,75369427950.44864,75485058464.0073,75764825370.32169,76146567158.62036,76382091626.61797,76293910759.97011,76942242080.23341,77955842076.18631,78872108870.49861,78555122785.71451,78630821395.89804,78755934469.19005,78539725886.94702,78323038547.98761,78375006804.02155,78002335253.10329,77125384670.15704,76828797355.86241,76833048589.63516,76582463673.02756,76320512719.588,76491344829.08981,76134270082.17474,75691409570.28687,75378290387.75827,75746613775.44806,76221197274.43553,75342554758.0347,75006388093.32333,74478942483.75514,74035918301.13115,74233166313.38976,74070489841.68471,74572354929.5556,74410692132.21915,74204706004.67516,74726147251.99239,74866502953.01689,75623377797.7719,75361487581.37321,193122574447.78387
16,105684,90301,11.762416706256039,1037.0109300735317,90283,199725023192.84048,199779107625.75436,200248218269.9968,200555321315.29608,199867797404.64014,200576333277.4378,199762874250.45917,199738247206.4159,199993589344.17578,200679356478.89886,199568147829.2769,198373445065.472,198893433748.7207,199248610903.98816,199313022116.8432,199534215219.21722,200572737249.18182,202140168762.41708,202845153309.33817,202153647076.95288,203272219035.9629,202545804369.4944,202094077724.52954,202213305296.12817,202298911456.43442,204160066406.63336,204778182913.71027,204909610234.3549,204791337595.93744,205358937875.13782,206616359313.93893,207927887234.6172,208783766588.44083,209291218377.80905,210122051272.39236,210999728665.1091,211587859974.07858,211073647701.18042,211412695472.19986,210628233952.9214,211707266151.17676,211268632068.14716,212019758317.0504,212359525747.56628,212639597713.23337,212856328209.67783,212144065204.7212,211171266163.14862,210996242942.1129,211801375110.38824,211759352791.9557,210467544886.70453,209551538190.09924,210553139971.6269,210976093887.95044,211635798583.0996,211422620704.88403,211891936241.88742,212574225331.83755,212616959010.43134,214420767205.48682,214340691267.83362,214981450089.2226,215214574682.57108,215520599487.96753,215893613178.33972,216862700026.6991,217490972012.40128,217818344009.0455,218563602373.33868,219241520557.9497,219783696563.057,221211144086.3233,222845310254.07355,223893949268.823,223997834279.6259,224881301956.27905,225589874092.38348,225700805727.03784,226971449484.0025,228199097195.9225,227854515155.29684,228155907229.22723,228813264468.34018,228148799913.84457,229037372360.16046,229557938079.11118,229958278842.89056,230210819690.65042,231401986941.6881,525063085566.1334
17,223440,190132,12.398767537666435,1201.8791050109835,190108,8450685025.212176,8505430431.297091,8597439185.406616,8643782169.163862,8598165054.840805,8571564605.193267,8489298373.740086,8550747761.981164,8584192510.240083,8595276666.756908,8674191633.801657,8996639984.227205,8967486810.457123,8868286209.904198,8777758687.352625,8701168621.593624,8626520619.937613,8664639962.890627,8673155423.669207,8572091824.3485365,8417811092.847825,8362838173.7860775,8148573147.744827,7901442952.513883,7722425815.865243,7685825066.045323,7582125777.981723,7645421467.286803,7498006003.273729,7389914293.649429,7241535822.255597,7156578299.61832,6866146194.634415,6709825202.731819,6510546965.20451,6354201773.712776,6360513448.453138,6267202345.169753,6029635901.720769,5930889909.842583,5849434500.159836,5788764952.554449,5870861052.880107,5798527184.724378,5877473844.608779,5853007396.934128,5721570282.4521265,5664399177.068503,5484070355.797631,5398983916.44968,5442362981.460094,5511996482.9492235,5427467157.384604,5426341713.399555,5378385437.89116,5475664123.568131,5498689563.981854,5340389677.361792,5453560062.266061,5638649016.185346,5580466842.596749,5555583692.595537,5498830416.901235,5386033536.604704,5418416190.787717,5287273495.420236,5154469823.984232,5091269007.638302,5040352595.579837,5048754834.8851385,5027340506.9986315,4860193214.604694,4719608165.159255,4695588579.769895,4566748942.81939,4579520292.416606,4492238398.68154,4495515636.252057,4530167972.322609,4443835432.020399,4295654136.853503,4346257719.539589,4366461121.43995,4381621754.82053,4303307861.437049,4213368928.878186,4190231392.40671,4234352685.6295786,4273172541.4188905,4359860932.976134,19507549247.794865
18,9872,8409,0.046427850908808,86.52808641392177,8408,3813324.7024183515,3813973.20079962,3838813.9891983806,3792830.084080102,3730213.9030244728,3706444.980733778,3715332.4231551606,3640303.469820767,3585586.237346913,3686880.377913211,3770690.183919059,3790635.9807135123,3740186.021611801,3735373.9487373983,3741225.9923183243,3748445.952742664,3764209.2438092176,3728684.100940943,3713417.5196232335,3707442.8774143993,3742258.21464608,3712990.109370943,3682201.9473119085,3624275.6004352593,3628384.0390066314,3643336.343012741,3648409.77477955,3711677.846437531,3693766.640502879,3726147.3025910105,3648519.085979542,3537247.5599123323,3515097.4186132075,3465573.7568344795,3382725.4159024186,3379824.778005625,3381186.5565891378,3352810.5864071385,3342581.525325546,3464812.308515997,3559151.5097349165,3621848.0627548564,3677759.0747284605,3728543.238850894,3818144.916074755,3819804.8311591665,3896893.6562556257,3990304.8317572935,4073287.178171189,4111683.575236048,4061248.780124343,4063711.83423834,4098589.8216876704,4169575.8459222247,4208599.76462189,4172292.8610186507,4176820.1164602097,4152679.5856532673,4182771.3985711457,4210387.745371658,4114530.7307766015,4113443.60447907,4042743.3920499897,4035032.9974577115,4050391.2849088786,4072261.5107223196,4153439.839065454,4163310.7576277233,4213369.296689785,4130144.759583644,4215269.368848455,4271113.85958274,4355243.3995831385,4344067.142754556,4327560.579411789,4355609.802100606,4437515.51421862,4482170.604539854,4524917.92334749,4549442.128795614,4594342.007814073,4619342.226635344,4626768.359345697,4634305.364300205,4692473.729731078,4656115.255393502,4606800.844891407,4662810.322443546,4684465.294929197,4596583.785980377,5307596.5340815205
19,53536,46309,0.939567101317161,250.74280083656424,46305,71594769.27760884,71613516.69526975,69865768.93242523,68982715.5980431,69924355.08699751,68775620.18973096,68857552.65238702,68065164.20310296,67557051.39431545,67783389.43824103,67390101.23545569,67931667.59003413,68034747.45304735,65251251.491589166,63580350.03095603,62757757.156342074,63871832.9871426,64227923.03946721,63696052.05153244,64481477.34985801,63820318.41414767,62467686.0322057,63427010.010861054,63597242.05922733,64521799.45282781,62932254.453781195,63039406.49796364,63591298.46883087,63506614.10693557,64220672.32049808,63106388.17089799,62494606.26899699,61137755.24076911,60912881.51216223,61713579.038603805,61477630.679970086,61451484.632990845,60512422.22377489,60338353.80641484,60705091.724548236,59812387.64969086,59774392.75107543,60134571.26455729,59818956.61953054,58700155.74733248,57856842.23408809,57931937.76546047,57614523.208543755,56435625.504139744,56719715.14759653,56930299.39051485,55550566.93780818,56497818.568217,56747691.19568643,56602236.707874835,55803062.7926147,56068026.629674256,56015159.78649214,56470453.84663641,55881812.08603451,55582676.18614681,54681526.9651723,55810054.0199956,56626248.9913567,56363982.24871288,57222906.68360032,56902569.57719316,57823139.36533455,59124531.1805845,61147034.61675236,61105346.56729262,61009164.21800811,61106117.91122613,60193841.99913797,61468573.4349508,61614091.77821828,61835203.02365944,61526806.69235688,61725381.57409728,61497583.22919548,61036300.127549045,61200372.46760364,62704822.35647721,61657762.9797229,61665807.985594735,61013807.13577882,60219091.029079534,61159023.183939815,60259864.07249895,59622372.36024086,778848601.4108528
20,71057,60470,5.831985113019904,278.48840297270016,60462,21753613120.622993,21747889978.60412,21768779588.478188,21663674501.20263,21746775991.774597,21748886564.18084,21777428899.940083,21729145774.65149,21816403899.172142,21898626602.631935,21962566852.253643,22015830499.61702,21843600864.200108,21729881756.911133,21585120806.657993,21558462318.886734,21444129866.97633,21332041229.90087,21504793296.00235,21279602533.689034,21318887148.1441,21339928077.517887,21256526432.21514,21201133698.93292,21262751246.522125,21001872006.229633,20904585256.86763,20754894629.893616,20708961481.74049,20635309148.49897,20393480686.142418,20410907775.1701,20465625241.33634,20459161393.457657,20348186979.166523,20336417687.32667,20283899869.159348,20183908342.45277,19952618792.516655,19651269064.954792,19561079784.344444,19483118659.374744,19362904051.901543,19343966094.46261,19493108246.016933,19357000846.094837,19337570872.130184,19304518558.4208,19348361553.718582,19457461862.45665,19518631647.272907,19670908446.620064,19625246728.79653,19407348110.031696,19371945020.964245,19350470684.21286,19180112926.397423,19136127414.4646,19242687088.15104,19463024364.614494,19505349994.44271,19528669399.10833,19515720699.8081,19593396632.749485,19573544403.08285,19181583057.636665,19057491573.014282,18877623579.904205,18787310580.89077,18663200482.643196,18384634442.91014,18358611671.435574,18193136155.442253,18032339143.327026,18209983220.099598,18258378187.75445,18141297582.658337,18303754019.93975,18375103559.70245,18211752920.865948,18043799886.25936,18020873299.34641,17912208948.909584,17852165616.90003,17522444295.065178,17259119857.83929,17432240034.76553,17387679243.81344,17374625858.720146,17576121605.700447,41802462358.74248
21,166145,140931,28.122389445636866,771.8952860651692,140915,37257719461.60971,37372605026.3224,37397260890.232925,37451145684.51747,37423690788.05945,37734065078.980576,37101142728.504486,37047033503.54651,37127721357.53075,37148850804.87923,36865485213.29687,36855881388.287125,37184096779.78963,37517301851.3718,37288597078.058426,36936384378.24103,37183416537.959915,36521697849.691574,36238511539.435974,35997839553.02186,35986752844.87773,35779486450.93643,35416266368.02793,35386985702.56634,35349603799.55177,35105007527.9449,34797409068.56404,35383993547.90858,35360717123.062454,35344399117.971375,35233188181.1209,35418060606.85239,35376605998.75182,35190651966.07705,34897477430.31395,34871155292.64419,34986393261.830055,34277356809.52064,34314236025.48208,33900472183.972595,33959347044.859085,33794792184.154137,34119224793.651016,34298820027.226685,34498039592.68378,34357744987.94418,34626074583.61483,34894291632.94068,35101224116.67703,34936948224.59853,34882962850.10504,34825375990.13602,34878384051.36587,34741176555.057236,34645614095.77624,34605796173.54797,34662324554.83955,34468699868.40496,35030182730.79082,35070593612.40058,35349386558.45074,35585260268.71274,36035260671.94626,36136089952.28163,35960626443.97341,35334120343.59595,35518627283.12426,35054950277.25687,34982176924.63499,34747958592.62064,35193234959.875946,35445777764.80585,35293558286.20866,35095182039.7246,35801169949.13702,36357979025.481316,36481799696.17565,36604810097.13005,36936601159.25961,36907470426.08186,37151076026.72185,37697967727.11026,37662797395.36099,37536932751.30213,37164364393.9863,37535033394.49261,38308436161.95193,38443850106.68938,38998116712.06122,38958028601.78918,138580434030.35352
22,184752,159724,1.869610979768696,834.962591535122,159710,21572882266.619194,21469136268.461983,21484971254.902008,21573406795.56743,21710462900.12671,21815871018.808407,21891933117.09228,21891347589.168346,22000666982.07764,22027754907.730045,22040070925.002766,22156677373.62545,22090032092.677387,22014061061.113625,21953715922.839874,21852703056.27213,21810040754.05363,21778562982.437172,21849889577.422337,21618234321.661427,21346346564.02375,21219627991.06933,21253557660.917164,21208626299.436436,21115022086.706665,21045572696.131783,20972851003.287983,21044749604.928337,21036855630.458412,20869524150.999123,20948024376.96055,20991586691.949543,20760999379.74156,20713932348.06394,20708313769.296867,20637619673.875668,20748900214.4294,20787662367.25684,20718668875.27675,20630070066.747288,20775263391.909668,20918916023.305325,20998185217.18994,21009500768.722054,21042812282.253075,21015024182.816475,20949370757.636818,20844778657.401657,20685653383.25316,20607454632.283524,20664799845.916615,20549592995.5901,20528990111.47398,20535013277.496124,20474947313.893723,20403877684.051983,20494584287.52069,20474741395.070885,20454837502.33278,20561165397.07748,20500724652.740765,20474943330.484554,20503136641.842354,20458645058.20258,20527684900.92996,20706154070.186146,20769396636.206024,20889242696.399105,21147844159.913208,21206413091.636013,21402048762.345543,21448990732.85,21366014459.766834,21470960728.09003,21435571480.396275,21555720554.77796,21654693580.793556,21551375930.03569,21529259340.036087,21520718161.09928,21398523379.476723,21368604352.512093,21319321927.93763,21260911875.072704,21338038875.281597,21240360559.9654,21028124300.25819,21187290396.573265,21106494798.75499,20964953965.900917,53826492174.99974
23,1611544,1412525,92.19107713791662,6664.1910143303785,1412428,319345251267.4456,317907015713.4497,314997864628.4362,317141199060.8491,318836313797.28125,319054433436.4192,316997544299.3385,314202345987.85364,318379024047.1499,324170840514.4327,322984652185.70483,318702573490.3489,319374898414.18665,320074843888.99646,319517245507.96686,318389915664.3652,318354287394.3533,315826989950.39746,317670952821.7977,318477868438.9317,320538940793.9733,317205187748.39136,320842542802.2432,324608494083.2138,322849795183.0613,317793872149.72046,317603301481.7316,319631164996.48016,324594932184.4291,321511580374.5203,317554989953.6086,321038657022.8831,323260510619.27844,323621580456.1337,324710456020.78186,326683796158.391,327787082992.9638,324846084045.8456,328732196934.6889,330032656801.3128,328822015626.26215,326949079593.8217,328312124011.81195,325798116850.1971,323125761377.40546,322734600752.17914,326262922369.4295,326683158681.6451,328251528966.8589,322152685692.38464,321946337996.49896,321933872710.8403,317190109054.58875,317717666728.2879,315967953224.23804,313965228641.3317,314814661083.031,314344825324.5912,316828304439.62256,317161051341.2043,317108667340.2563,315730497862.24976,314899748180.1543,313096454912.5605,313846522230.6838,315004962192.0176,315620381083.7407,315465878607.9544,316431171322.32,310891385400.0398,310164866383.1011,310876215943.50934,310785431394.18945,311531054910.76495,310716866265.5176,312438891867.18445,312695178233.3812,308262755145.5118,307876982735.5008,306569553441.82056,306321707335.9865,309578552548.04407,311055881908.07996,310378909462.0113,308079756908.1283,306014083554.95886,304721303969.6476,306175224129.1126,304769905498.5067,303625034455.4438,466892748535.1123
24,9574656,8391166,706.4563063021534,53029.61076576622,8390580,6219441164443.162,6204613849491.611,6190862870650.0625,6205254949705.987,6219107794137.014,6214440189628.642,6205718386744.978,6181040267078.365,6200778462703.328,6203976592769.296,6172314509351.603,6179318542204.948,6193705326249.33,6212547964697.216,6207991233785.408,6184183497934.417,6175560254195.154,6193332433193.944,6212270844594.051,6214763934149.721,6203580919863.651,6184069451578.405,6187667249025.773,6196823286614.8125,6196431841852.967,6195253197051.494,6189495689026.674,6200809220382.492,6221389796959.04,6189809277609.091,6187148947551.749,6223592124410.04,6221486238223.326,6210314708354.212,6221912781826.121,6230598692488.858,6230260952537.23,6236954133912.932,6239296915297.938,6218687798865.714,6209076322454.462,6200895542567.106,6206705088923.961,6199784636998.491,6191034821680.998,6168993683398.731,6169003948985.785,6169146499225.251,6165095394151.786,6151010058406.272,6158526250669.289,6137874193025.301,6105508448767.717,6087625438608.816,6060072653721.409,6052244320402.184,6052338902439.894,6071989401393.414,6071973862588.956,6072208101491.52,6089061208249.799,6075211059784.282,6077885320848.01,6057933773939.221,6066731808483.209,6097876646391.625,6114202271773.382,6108043579716.072,6099957853613.587,6073445705695.511,6043439412513.664,6042301401255.668,6056708282668.527,6067152006906.424,6072680401608.841,6079363641853.647,6066591008346.178,6047763303688.713,6035913904092.044,6014405280902.79,6005274129784.643,6003677579826.993,6028833439738.662,6021946860288.648,6014054103592.531,6005534163171.243,5967445197332.478,5946339900092.665,5939576066870.368,5943095497576.218,7245708862759.341
25,13394,11584,0.033607887765658,2.5614749832187194,11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,44908,37665,0.460076400664099,474.3637205498785,37656,9958420868.400682,9968443735.046434,9915862825.859842,9900007228.322046,9996852368.218554,10076979042.513834,10024828041.565243,9959395093.684689,10020677963.926582,10125754458.395603,10105729171.94549,10157269932.329575,10218999493.195501,10268150838.766638,10257697676.733236,10194810734.1607,10197070897.031435,10259688615.796574,10227112766.537607,10281003405.249214,10242753829.832228,10227645569.363132,10231035218.568275,10235396445.440588,10257790828.931213,10202870811.23668,10217394268.699854,10219556712.541338,10349548226.208391,10358729852.51817,10358689353.25469,10405132023.633816,10373854104.728218,10388402116.325478,10390819760.887566,10378450876.287306,10463788280.433607,10560173588.321184,10512875302.616444,10504940188.699553,10550508245.19084,10601896258.980026,10656738528.564543,10637746888.694792,10567711293.648815,10549839691.413546,10571123320.830467,10630745560.098948,10644693585.18886,10616918425.882524,10602036625.223227,10577932912.794163,10601132992.770576,10626151678.131592,10597245186.360884,10652331403.364822,10753910389.583889,10701512946.733505,10613671518.572222,10632573713.263735,10722214281.862307,10682014769.08825,10669090008.65691,10668866279.74825,10726196655.227085,10836228305.061838,10863879753.808203,10877351738.088545,10857463888.760468,10917713529.22832,10950840492.384027,11033533232.260956,11047831357.532324,10993398139.048923,11054530067.728745,11190548928.887926,11226084464.52416,11247399557.539299,11273981186.279518,11323182976.589708,11380005001.629637,11395667153.733362,11457417615.634903,11525426179.858229,11624229694.470007,11646696597.217173,11632848171.095537,11641705541.14499,11714467922.193893,11726074352.040472,80362597697.9945
27,39096,33504,3.684026847528721,104.88222219544987,33498,52784710511.72754,52877716036.9648,53374182957.72465,53645013693.122154,53490198374.79014,53579010196.02384,53308506389.899475,53168763887.96345,53060080653.132576,53172890214.01354,52881219501.15424,52735808811.320076,52907156692.04531,52979732185.45412,53099289856.31579,53186355989.989624,53491659071.178345,53786383246.3669,53978013852.394775,53660902886.915955,53799519212.92049,53789498234.06545,53799891410.0425,53609712647.25393,53434390424.43181,53818511091.067474,53978205874.03875,54006524451.607086,54041877644.83689,54047700818.94712,54160235024.71125,54400767932.369156,54405386331.815834,54416291309.354195,54712951343.67958,54918942756.79027,54943063278.42766,54910268160.07365,54931987215.75301,54590076600.20026,55035208760.72932,54975562380.45736,55147784038.48629,55249211988.029755,55493246571.638054,55700052730.08725,55610040886.77184,55227780365.13827,55016597181.709435,55158539794.4491,55219335038.22829,55060209024.656425,55033114120.84914,55287977021.28115,55346975085.73199,55586118707.71429,55301730965.24144,55239793599.575806,55580952375.59456,55662822871.32194,55865390452.88707,55567065091.77411,55728245426.27415,55745331925.58167,55603742728.10388,55696950196.081505,55832110190.01784,55949241843.28554,56274678598.30464,56618651853.50464,56844387131.95841,56946652421.128204,57336216694.866646,57712010645.75529,57994035704.15612,58060090696.39023,58203126737.78598,58384948187.39897,58771297971.95836,59031135553.15812,59386801866.41777,59600060579.534935,59635006665.28804,59726627545.91963,59665363757.92682,59922316166.47796,59912786559.75638,59918929747.68669,59757406073.436874,59899192495.92079,322912334390.12115
28,118347,96751,50.71103598170261,4191.840013542633,96693,18814988075.509533,19069709983.291416,19453689809.29418,19935061601.24928,19644227621.829605,19324517563.56176,18930350128.566597,18973913413.480568,19066386870.369118,18776433465.274357,18827670584.447147,18383155973.875183,18080660733.75696,17467613242.845474,17546948787.49193,17333351623.494686,16974408218.612999,17386676406.752037,17433319952.023754,17757595026.39866,17510907025.294704,17462304774.399883,16984907297.008827,16766406674.53113,16339500835.89449,16406716855.214176,17126338980.91446,16916447018.632996,17149985048.466455,16684859785.171555,16935742222.853668,17119479568.628344,17123243867.143139,16967054673.036844,17220261666.75809,17327588386.73677,17209966354.98112,17403530375.949657,17205243784.431816,17424699037.34959,17273350923.415344,17121097757.664564,16820552536.054829,16903156377.921232,16575553241.971617,16314709288.847462,16220652067.327559,15327354405.273266,15553300357.339994,15695138682.638596,15700345347.043842,15520806419.893244,15208011666.91511,15075358835.75948,14951008447.350073,14494533902.42534,14405455731.805653,14338980589.700266,14029284681.401005,13403528841.810339,13067883379.088354,12628248883.80359,12446582478.861006,12580214416.661493,12817603226.094099,12819837010.91889,13146801726.595726,12585060630.096487,12573309750.643398,12413081964.33472,11813309307.828161,12244589264.451086,12159036386.262701,12174134900.75126,12726132725.366518,12872139578.091047,12898668296.05894,12703138490.562338,12704900065.461939,12638379470.202808,12816500924.99866,13069851110.541336,13237684837.64384,13428426891.109993,13112882104.63685,12715311754.34809,12910714429.608538,12587789046.382456,12732976726.33818,12813636839.230131,37452808585.6206
