OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
11,186190,158580,9.086470304298071,1184.1110337402993,158561,19911758185.318726,20137871914.84998,20158956096.13338,20170841339.552002,20149970510.641994,19810448149.25077,19860851170.82132,19880855739.57794,19830458587.27529,19575744659.661057,19398184016.748013,19204854980.775917,18957894732.5019,19049493319.635303,18933963984.83048,18840405413.78948,18806319174.145283,18533858162.85507,18190513757.59253,18016543847.385967,17826053078.49954,4958508077.917776,4949676444.806485,4953876298.030867,4866913825.992836,4831863417.327692,4815732078.74948,4845503499.548053,4876063805.912543,4846020722.667882,4873002638.016739,4829578782.22759,4825464055.579555,4754776715.210549,4708249565.585351,4761822656.624267,4750271897.313478,4691730202.410137,4656422991.862184,4685317232.272633,4714953979.353829,4746668666.372833,4755626961.671651,4711872503.761296,4678283469.346854,4692715571.358358,4701926524.834926,4684493399.338906,4661276579.034084,4645665618.626685,4709250672.413818,4748464355.98361,4754165407.48624,4714526768.164312,4753808638.146882,4783581433.462471,4793873541.057729,4798310742.196978,4778718932.669991,4770583106.110259,4737663292.34009,4767840970.532528,4755064168.470958,4800259314.792275,4838338590.071832,4784789817.977049,4735249786.31448,4720325875.415219,4695782786.087728,4670719018.503978,4621619402.69136,4580068454.635038,4562746584.790777,4551566051.693771,4542295758.604194,4487114646.361189,4439996904.854551,4450449069.0224285,4440463209.645763,4424782580.942028,4350045531.543231,4311935627.991545,4261247827.0777016,4272899591.57573,4245583868.1286526,4188944564.3114915,4167300177.1402903,4141335148.6909537,4114208940.0798507,4109277694.119962,4105316173.0813775,4034707944.35227,4054012275.868164,4011720160.4155717,4005949903.223449,3997191328.609816,3995575924.1966033,4013312822.8581696,4035071498.985099,4010475626.7100635,4031527208.515916,14574864025.8412
12,14118,11029,2.200613792604633,78.00107033098612,11024,59283614543.922585,59531986881.84587,59626439111.73732,59130712992.84793,58939271734.264694,58910858840.64514,58978870729.47701,59271123018.427185,59389165723.45445,58879373778.42779,58340050907.04085,58463199016.56938,58363092111.170364,58805735551.65483,59022891048.40318,59306904780.89252,59653768468.39427,58998166883.337555,58939699093.031235,58303899178.99695,58054323881.34548,9744055597.472044,9856304852.411774,9861231109.352985,9952590385.97609,10007912660.75465,10082208239.734394,10147899859.874214,10115610372.459427,10107330074.022007,10048233947.784668,10001865670.037893,9994751325.33675,10016974029.18863,10002844134.75465,9967602329.051228,10007075888.24707,9942845514.79189,9941919535.26968,10004013558.377228,10063381748.753197,9998544359.130959,9977663654.575348,9941977306.714018,10057798331.082037,10121454848.85789,10188911243.17451,10265346245.220875,10374419413.526043,10423804723.320507,10506547368.463734,10566891928.939173,10512606600.114866,10545387316.480236,10495091224.270952,10409496745.452827,10314450161.660355,10251488702.402502,10246496543.735912,10224913820.446278,10316505197.896349,10388780672.014544,10410941277.942394,10519155965.90083,10633856896.707726,10724260902.929504,10707075665.595692,10763734981.615425,10755073672.074577,10688799440.389034,10700973665.376041,10738781383.079258,10769215754.72284,10765037607.904865,10666063650.700068,10670343432.034304,10644743955.446121,10724203710.292372,10693958877.168936,10752507088.479027,10694812680.622559,10633674029.566298,10657048188.934893,10632686972.830399,10631273609.044968,10667357439.959614,10744016300.284843,10821829643.12289,10957338959.542818,11030050513.038338,10984210741.838848,10977331296.685863,10992979289.53909,10957981624.804987,10948839632.88065,10914056354.611183,11004725860.75653,10977374761.263777,10955349198.769676,11029636503.962326,11078887847.458271,66410613977.68204
13,85875,73102,3.8880077580345276,289.5644490122024,73093,59232314123.41758,59475571208.82195,59323181379.710045,59531527112.18085,59226064763.0658,59165144129.38939,59673661298.043785,60551771728.09821,60919325554.53085,61249891190.75006,60961583916.794,60936912074.91665,60718606249.554726,61134187946.20585,61397126714.99982,61749982697.91685,62017475651.44024,62477999245.39842,62220773400.2898,61783853598.67702,61783719890.80455,11369185513.289719,11448554299.188381,11425891218.689571,11400071150.257065,11361793491.853428,11317643145.631664,11334213036.051844,11351870418.451145,11276849426.719557,11245959917.694147,11240955027.272724,11287806836.507645,11290084276.587776,11329971285.051685,11287608906.080801,11207079299.754831,11087257185.713821,11050462391.388756,11057108539.78347,11093208290.437588,11073477439.748068,11062402558.26096,10984910317.575142,10905929043.433126,10860359210.44212,10901811919.321192,10879550623.293373,10861522212.990103,10780295802.453314,10789833970.27406,10683483988.911394,10565828906.553587,10552137559.112123,10497943462.478487,10504614391.257517,10589935788.577784,10526164731.747164,10561057500.347933,10613373816.177952,10604360312.808964,10479800160.690762,10439713327.299362,10493405707.18717,10555779838.990046,10588573540.668238,10569018234.063164,10618602702.840687,10689343562.74891,10591474122.202925,10600235668.475828,10571212108.832779,10533236669.24252,10437529627.870203,10496014061.229174,10462080321.176203,10531978945.599472,10481564371.858025,10532045865.721115,10606163324.757013,10561475863.753677,10518508247.556677,10628234518.120981,10684531109.983803,10785341805.6791,10882315319.968225,10792708358.612,10769352051.62825,10723340551.13514,10663405027.53398,10669878260.305122,10807022376.48186,10781533637.061445,10718884353.56017,10678831207.263746,10628688515.958158,10623819174.964033,10587726871.483843,10456013576.491125,10576484033.03489,10620038511.096535,58833099593.8502
14,16130,13271,9.55808192023062,506.94675321383795,13259,141806804249.98874,142321012670.11734,142146048624.0544,141414889987.58722,141166183224.74957,141461415475.03186,140353060568.22278,139910286316.67392,140266878621.56238,139786713285.84525,139347554968.83307,139040694033.22894,138609520003.85486,139171792934.12076,140202614516.6128,139741760636.52982,140765616951.21762,140477263019.84293,139206194530.76685,139759169854.30713,139746257615.24185,42583942446.7031,42693091418.04229,43047334093.977905,43206318653.29224,43376676959.78748,43411859263.82192,43650345512.58129,43516120657.67027,43426340607.750694,43270521228.98266,43153142628.8415,43512709949.4442,43498430442.59336,43311744697.10781,43221856315.70872,43253254100.05875,43429314493.99914,43656757046.09116,43649222172.14859,43918702196.944534,43951709236.33859,43924037177.58569,43934094655.426056,43973145208.846146,43885699281.49606,43676269234.59286,43741615307.32483,43800346200.192116,43969534847.28182,44067705525.854576,44056286729.64564,44180805190.56525,44027691291.45282,43912809580.65645,44217497578.112366,44322764329.18153,44081106765.33026,43949222931.844475,44027629302.77319,43877373905.46705,43705859762.76356,43451716345.04171,43574711300.01329,43710433910.64732,43588561857.73402,43777104122.82871,44060522976.62394,43595562255.25383,43636485329.88345,43229448137.03924,43265051090.9303,43612423567.72224,43898074052.95781,43750492983.334755,43949359023.08944,43834834637.62918,43920821657.753876,43872730603.269585,43678853917.763115,43294838390.38956,43151145079.31416,43113942232.31218,43377183243.687454,43330240179.011116,42902145204.28144,42608127691.268166,42343986535.19121,42240696912.20547,42152679027.67545,42318613250.50135,42270003638.02925,42247009696.347694,42205094278.48832,42003924039.92461,42030061314.02817,41709114175.772934,41355578814.68335,41472814095.120026,41354352036.3758,41502373063.419525,140612963270.86288
15,45479,36473,22.669045411575784,829.9191476021257,36454,172464009970.90195,172858953657.64328,172516272835.6834,172014892409.3442,171518860490.52396,171898999104.12418,170325754442.0782,169944991124.06793,170519356777.2077,170716857743.4056,170497658634.5828,170578448943.02264,170170439292.7044,170872260750.19788,172388230644.60327,172751067853.01425,173989913027.66034,173270275193.9152,171581868934.84778,171962691324.37927,171743289564.32562,68744750841.68626,68886607998.42577,69337861450.41466,69520748293.80995,69641832159.07962,69799644939.78157,70503337005.19617,70126203969.60548,70270108195.65378,70011528498.59486,69884515402.49347,70413493276.44536,70542441180.3122,70330087456.29527,70529745292.6661,70950236869.53821,70717007872.932,70669349531.99536,70459797615.77385,70686042408.95134,70528730177.23732,70568852042.16628,70360424877.15611,70241857460.45834,69936047055.86925,69864419097.97661,69723280231.16704,70028604813.39539,70163910470.36876,70322481299.98093,70171594702.20644,70149428358.95116,70074474330.78627,69785254091.85536,70270268105.02338,70616130444.56856,70345790023.4993,70334767283.76706,70287363474.66342,70161605369.96115,69914340675.43797,70028005223.59315,69896710835.18822,70490956890.13559,70200253388.43387,70413831987.78636,71545711530.7685,71191646294.98294,71133406903.23929,70981290048.3406,70878695612.9993,71283829508.56482,71961103389.79865,71597267966.5229,71952306424.95332,71623463008.85008,72039570933.90536,71853429914.88675,71775100037.78352,71114955553.53867,70796254648.43301,70489945311.59294,70916839531.20576,71023190800.64734,70130778878.90028,69528994112.05894,68816606889.38264,68607320151.43136,68435041867.988556,68443011991.06364,68446712712.35775,67946138973.03595,68065512758.379036,67267513540.99634,67565240262.11511,66973609799.29768,65742812268.07547,65588119476.999466,65253222872.93545,65348968281.75687,166747390773.04462
16,105684,90301,11.762416706256039,1037.0109300735317,90283,450666059541.284,450722788527.5382,450872660877.13464,451703858776.91504,451202075090.47406,452496272640.77966,451368575206.5817,449879514521.0693,449514103554.3063,450658100767.9169,451940918684.77893,453934318102.384,454370755492.8231,454882839388.08704,455089517965.57556,453852007066.5127,454581233379.5654,456547863552.78375,455103194623.89545,453967451646.504,455933989669.3157,200882755136.54608,201057504083.75214,201546493466.04147,201172139401.1392,202017206590.56686,201767652486.99023,201901465600.44623,202855857227.1629,203589288598.92316,203196476553.122,203982388505.17975,204213416101.22067,204912698534.72382,205848231292.67297,205716868423.93054,205879179502.65942,207212776750.7776,208155819441.4557,208225786064.80023,208708388919.45398,208402730424.47723,208271997724.8491,208287298878.71988,208192079342.66406,209389873999.50662,209182617956.25232,208969093444.81445,208887980949.74374,208951783630.29016,208713154330.9687,208650862286.36163,208801969969.49194,209029388790.8207,209162715049.375,208970388529.22055,208897539087.39008,208750284700.7777,208068826334.00113,207779466817.1858,207789690599.87384,207210443344.03705,207419348099.94495,207495005152.55548,206827368530.86737,207849633735.44397,208113185299.5243,208084048580.87622,207963538672.92725,208525969238.11514,208664331793.15665,208995036347.64005,209041365983.93552,209370946743.50742,210112610449.57794,209611522043.2227,210017400448.65317,210092695141.57413,211068032170.03748,211159991783.25513,211296164969.1035,212715473829.74854,212739324176.0845,212372248558.46866,212366231729.96793,212585494530.0971,213277094003.9108,214091363030.8768,214680644266.40466,215343738458.24274,216050755267.00937,216367317223.1377,217300959865.06775,217569194523.73663,217985211889.7195,217539486556.13416,218073584410.77966,218854007367.81824,218934804449.4725,218702051476.25833,218815738357.26495,494219495454.9651
17,223440,190132,12.398767537666435,1201.8791050109835,190108,33108011989.12263,32877833298.224922,32848317616.710808,32967596513.968044,33036144565.380127,32901935325.317326,33011390752.955647,32950251515.426212,32951327705.40564,32943907483.18273,32860192201.812965,32854284619.447674,33141511656.462677,33316479429.047573,33449198290.787228,33209674934.519527,33374717381.280804,32978620725.22988,32494328213.55245,32045598183.337425,31827423207.94713,8212448681.159208,8173223214.878752,8057419945.188335,7988985195.546707,7955366631.763061,7938256509.86097,7874916943.695923,7840301333.674457,7731459248.276753,7794631629.214262,7848992987.268645,7723078744.494143,7586451786.365342,7471734295.998186,7562701418.589031,7582291350.775222,7493370941.368407,7422436496.567608,7443754169.304336,7326830895.590754,7410400591.385526,7226634665.128006,7124156946.704024,7026738659.720693,7025107627.372671,6925421588.05208,6895268281.904925,6854151713.111316,6933288251.960862,6997095975.527109,6848288013.5603,6917583357.473556,6914944582.881258,6894168456.718183,6894718801.360541,6873713713.340782,6900035968.649313,6922041393.7755575,7015937422.237238,6896595540.109543,6829702911.4006815,6794339928.8609705,6769257617.6427,6798447096.424873,6595031101.072849,6445671884.068084,6508782870.647901,6463813024.303024,6337996690.681937,6320222636.470828,6251927825.644037,6424665254.371804,6574694213.590747,6502323006.950718,6415932653.8091955,6396965429.06146,6437294616.621497,6400624615.562112,6279788712.977879,6195859412.213418,6233132920.003108,6096343716.559326,6032803157.51095,6034955005.370136,5950205770.136138,5860736462.449877,5789429752.758102,5740042998.192227,5682935108.670181,5794883558.111809,5870373532.621052,5877002001.417606,5814364384.466385,5674730910.882063,5630711666.329381,5693090468.9262085,5645390622.308977,5752899858.9869795,5705305834.77909,5665467133.253352,23388590683.751
18,9872,8409,0.046427850908808,86.52808641392177,8408,4480875.619560815,4471072.738678536,4535587.167011537,4479438.321234536,4432914.571442852,4433226.386471601,4456603.964074683,4488191.0107009085,4493966.146176898,4506730.940135565,4502372.148613581,4481241.392352788,4513469.334559268,4466158.245844815,4429926.041153842,4411218.907810565,4425930.301213351,4433344.715672435,4374628.052539453,4401356.805334713,4406953.064389037,3875137.6710026194,3940425.1317059207,3882331.626738811,3896967.4744106187,3866466.7797338096,3905243.926606876,3910825.5158831812,3917682.4031508286,3911640.9860610743,3884851.9585752673,3828834.9848779887,3738330.128409737,3718546.057842474,3707577.2629693723,3712415.2854243685,3694490.780294275,3718492.311250028,3740229.8737476324,3816219.2359618475,3822272.672980732,3842664.977370037,3940634.0313174753,3982926.664844919,4000006.6928864825,4065425.5097793983,4042047.7760361372,4016932.2393171345,4085035.4914063937,4132838.3979068873,4118688.3344757496,4078423.0016429103,4030248.9745319462,4061819.416799015,4073828.2221703823,4097169.9987774943,4120229.179078888,4039420.0970824827,4063353.6280188323,4139319.980300097,4184446.419450192,4287123.026685745,4352827.412884443,4291429.781720799,4305007.913050104,4332262.949850876,4344415.165706779,4293312.145302218,4269171.527093354,4194552.68252572,4189212.3744204403,4167747.8408079837,4162295.545155118,4138167.870367857,4155877.5864107693,4113211.5597707797,4126649.851487503,4121501.680193505,4101284.88972387,4026381.4929180574,4014950.7955662645,3979355.657390429,3955269.42377119,3938203.892499641,3871410.3742402927,3826246.0459122574,3857247.0664225793,3901904.4127536267,3944680.1776736127,3925954.1860735784,3952556.693988142,3899108.659998654,3864123.230773525,3956393.642938899,3984735.627603884,4023816.3210850824,4025072.2319614626,4044278.175745288,4125917.2202737355,4170206.9269628995,4256575.0168367615,4928537.328978462
19,53536,46309,0.939567101317161,250.74280083656424,46305,945442301.4269717,949006116.8337245,949452521.0065476,971789503.509638,970966329.791461,967417552.859171,941482116.5718863,925901658.0362892,919430519.3056736,905994535.0969548,911816776.4234513,924205871.4845449,913314592.1945322,908534101.1375918,907678509.2010652,921545154.7836463,930759101.7614995,921582469.0024008,921404591.4612824,926875013.1166694,920894552.7406671,66684470.09962302,65296738.96032651,64840296.77940047,64533058.84334637,64944025.632417575,64805006.965421766,64718138.66602905,64250988.5175456,62866136.288790464,62641230.45038593,61748274.40744709,61222475.50065493,59535693.77078423,58350512.57548583,57550855.51166876,58003767.26436077,58125364.03681724,57649011.15427056,58280581.43639714,58031931.44187872,56686142.25338073,56603864.78549875,55836354.01878932,56143525.771903,55950993.167935014,56405529.980487645,56141807.43530899,56283650.81201123,56609608.72346555,57329291.56983516,56464453.962706625,56661065.73939344,56479452.30897721,57549904.86839707,57637716.352174245,57032572.77812539,56321523.35942346,57750428.48532404,57393283.81083526,56751226.91997269,57285407.13702554,57919253.615846105,57754402.479469344,58326372.01147099,59247249.494394474,58974365.309801504,58311327.334900744,58031033.41828579,58221690.529227495,58376462.092213236,58802255.28845952,59279133.39523054,60561201.79156708,60442309.14137558,60005094.355273224,59012734.934327856,58569996.31093499,58677079.18338123,57911087.051817484,56721895.916589305,56467570.629284725,55290389.725657366,55750558.18423328,56272474.33315495,55022034.94426578,55159326.37010396,55210365.67546273,54591070.70899435,56338923.9457273,56632710.380327925,55910214.40946776,55951578.72725983,56503176.32555108,56968138.45274043,55848845.37522878,56996436.017722115,57660037.127301775,57767925.427648306,56314167.92939712,56046893.70731079,727880653.6265582
20,71057,60470,5.831985113019904,278.48840297270016,60462,50144720530.04301,50229545981.68307,50270495094.340744,50726864682.181656,50782263104.15083,50698650416.1617,50930239885.89863,51207854087.670845,51400028527.16368,51620158695.51055,51082073343.93295,51121705879.99085,51034135575.38911,50883547803.755554,50751680263.30723,51033786514.19794,51260098959.7361,51481639021.320496,51630937127.15132,51096784511.43077,50952133590.29279,21595198662.845306,21577820888.69665,21582730145.060696,21593770557.621086,21604351175.91211,21666190458.709297,21633849210.18776,21632640748.660614,21527181437.60256,21577538457.93199,21586783060.956306,21397720721.93071,21235614237.511677,21214647717.48389,21161603504.71661,21106284705.877098,20978884893.123737,20923316045.706676,20698587886.91088,20642546879.047707,20645801962.592552,20605285406.742718,20709769951.22934,20648611043.212563,20456776331.056297,20479342523.580753,20338113753.59413,20172102151.92945,20337627711.056473,20347434517.959908,20063633690.10562,20050706889.765926,19814766014.6237,19591870700.327793,19514680932.228905,19363155396.632595,19325791740.710648,19423718245.91989,19578329782.2487,19485444571.288986,19258100152.423687,19159329390.438026,19106811951.93009,19106774133.01587,19163736014.942738,19098002128.303112,19170644251.389153,19058569397.925705,19023295167.10601,19099354318.55848,19128771416.09524,19138104943.602863,18982016522.787468,19031897528.840168,19105075267.547756,19160542510.41761,19250576652.41966,19257221235.91615,19286410369.66667,19393639664.8208,19453024797.333992,19395222245.478966,19405554795.746098,19516636501.81879,19460321424.658447,19458179637.06099,19433065115.0179,19461929071.50132,19339568339.219376,19363906189.998775,19596863874.37662,19670750012.093376,19667468312.916077,19457075925.238277,19247481617.633076,19296272252.245594,19269757483.890602,19411927526.318665,19424590890.86976,19351911169.004116,45681180451.04405
21,166145,140931,28.122389445636866,771.8952860651692,140915,122790906493.62617,123336548448.59335,122500241660.07903,122235476339.52103,122655654631.30487,124069980162.55127,124983055486.20084,126204584302.68178,127235477609.34703,127892538775.06981,127306654992.03038,126569365386.31195,127005337560.86766,127156953580.6051,127610665819.4855,128209920709.75351,128815636348.78375,129139872888.47577,129389725381.93817,129361591443.25058,130286375569.41415,37679832027.09271,37851796736.69209,37588624780.324165,37606656319.94833,38073293411.868965,37826784922.944275,37730457065.47291,37654766281.68101,37543456006.3492,37610994582.80892,37566560562.992935,37453407886.33441,37890564094.06187,37716167538.082466,37445596420.811104,37405450601.10981,36991711122.269005,36799686666.366516,36558436059.161705,36649927597.912544,36635691272.35729,36330195443.934975,36231928624.065895,35912525691.95544,35643566716.62467,35398214575.82957,35484446303.08499,35417427939.26287,35292319014.58749,35507890231.08177,35423886476.94304,35196245168.69217,35548550566.7551,35480011384.80214,35133077899.25072,35372723814.48633,35401515935.00818,35650067683.623276,35659441863.278,35417546212.08422,35231563050.782265,35561331122.94173,35219830581.488174,35301263076.26121,35347603543.12543,35296542702.29675,35687473899.487144,35754844040.93448,35783620886.26948,35738234962.36681,35605209530.333885,35922901641.269714,36163916628.59517,36570764180.83629,36785139846.31976,37317024088.1444,37100593650.78389,37295215734.053505,37396854778.30861,36937099516.734955,36527973007.563705,36620518659.231445,36324929666.37442,36273834430.81168,36358787662.03282,36066187061.49848,36137874282.34013,36403771543.02126,36635997167.07613,36576926426.48807,36949077466.018684,37090968757.41351,37158941877.78976,37031361302.66023,36920204905.63671,36835748620.22379,36556115600.15085,36190340262.53353,36572788616.59475,36706912328.25909,133137158962.26364
22,184752,159724,1.869610979768696,834.962591535122,159710,56093347034.74443,56280824453.47674,56528600889.39158,56608761899.927475,56362563717.217545,56091430503.86185,56023505473.02297,56060453806.98045,55930039248.185104,55904642835.31272,55800731732.06426,55778940578.69292,55376985761.40315,55360613988.892715,55415628191.3762,55200879361.29458,55362230641.952896,54953536193.514175,54859543209.50115,54769614414.84805,55030434483.156456,21310155813.650684,21310775698.89292,21392750641.008106,21476366242.89965,21567444653.218475,21582564254.74647,21511558085.984158,21452641754.0148,21335350938.872658,21263213760.78568,21119116705.32917,21040558398.722504,20882831839.515503,20813020369.31397,20745627375.590652,20651934962.885265,20624751634.376884,20504803529.620583,20362561803.1506,20273200561.77082,20265288118.571854,20175340970.662193,20116283657.952145,20125113942.176903,20077697023.67676,19997754448.795635,19948603368.658577,19893089368.866966,19801573193.002754,19704659139.2032,19644945999.35827,19714820446.74668,19695862707.643284,19696505899.454994,19719111047.114216,19710292692.65838,19698901949.061474,19863087813.52777,19960509598.54172,20073708244.148678,20073007121.06672,19971278794.616203,20023475130.461845,20031896347.487747,20102421084.169735,20178848576.748478,20141644982.09018,20104726204.06212,20067165053.84445,19976330535.89663,19945352874.980366,20009702782.6559,19953134410.072445,19920319355.58694,19931817283.105408,19956890466.22825,20008030304.7237,20000688490.4832,20056344778.490986,19992949063.517593,20000009032.068275,19966539374.931046,20008602457.41069,20053412779.771263,20055848312.65191,20048848707.43627,20016663412.13796,19923473625.78846,19869791655.62483,19763448458.11742,19662314216.632866,19687034590.989143,19602156574.05364,19670503344.967037,19558819346.56871,19428528932.724503,19494162467.108246,19623041739.196117,19668054957.148384,19767519829.236343,50091068748.22658
23,1611544,1412525,92.19107713791662,6664.1910143303785,1412428,495193974895.1771,496862065908.89557,495912289583.9253,493610366727.615,488305603837.525,482791788874.3241,485223642420.82794,486062051579.9943,482711530508.4444,483516873532.5187,481174315468.8225,484159627988.7866,483683630474.78845,479749965367.11914,480769956447.5228,482677426882.9275,482615196017.93494,479962477802.75037,480276921331.1568,481384979145.24536,483389281063.3333,320883737103.4972,321405351637.41394,324527278836.35736,324803690342.9641,324890766342.2026,322457673635.5597,322739313843.09534,323700894273.8834,326560898283.2256,327288955372.713,327341330672.9586,328126910535.47235,330620417371.6532,334689438032.8145,335539700326.90045,334954985801.73676,335680889746.8079,338596633238.7516,339645092183.1604,341624741410.21814,342316557618.7059,345218186387.3331,347266981708.5064,347855167252.6259,348080988930.54645,347279531709.32007,348997050620.1834,350538089373.7654,351031127987.3218,350906209667.6782,351554749313.1344,350353274922.2868,348569982072.75275,347699306040.50854,348488102409.07513,349026024094.7623,346096351913.51483,345877832290.0351,344694063943.73535,345508246969.68085,347103862383.7187,347298587633.50946,349125602802.7644,345732166289.5066,347096610056.54175,346375960364.62335,348641331624.6275,347191650431.2242,346486836027.0861,346550421308.8174,344821522577.7687,342916856767.54944,345162868825.12805,346546834763.83093,344223838140.085,346078579754.45917,345192195028.4925,342058276490.61896,338760644590.3129,337416298499.7222,334090381942.48517,335331571406.16876,336562623709.39526,337451301733.3592,339624558089.54114,340354390152.76416,343180792678.88586,343723623476.6658,343930329851.2535,342151215047.0164,339224106872.9125,337639899854.06433,335708568630.17365,335197130290.39075,334649187598.7301,334911834762.48596,331928773698.5319,332531250277.5034,332643809416.7423,332210098433.98663,500513842815.0055
24,9574656,8391166,706.4563063021534,53029.61076576622,8390580,7677573621527.268,7670184502816.389,7665292191226.843,7650969032653.572,7641455768906.95,7622382539386.243,7617585800482.228,7588025766593.877,7564602253545.43,7560967461993.621,7570681858477.54,7588005001387.783,7589521421998.775,7582057174568.192,7599214514096.419,7596020352798.824,7578652771224.66,7565113676630.65,7560810921532.116,7540036637248.697,7547221810550.277,6163812253689.075,6153384429026.262,6158353952492.696,6163357722411.221,6147371891288.902,6153220655764.339,6137611888543.597,6141737598007.661,6148744236123.936,6147871840454.617,6152033798622.523,6149305552363.393,6174677630074.4,6191704081894.485,6195065192173.889,6186741992027.581,6186718335505.257,6184619321689.218,6181056354296.903,6162233583426.846,6152240574679.914,6164023825040.041,6174639746025.958,6171294040337.954,6188112360967.029,6198022924305.567,6200400468541.202,6202825009831.972,6200847196609.006,6197084044737.151,6207434337125.867,6219758197876.557,6215952655865.749,6224368496995.1455,6230620848423.565,6215196360249.952,6225030586647.04,6229437125356.054,6213208109973.01,6211411194987.667,6216021599356.629,6228519400319.456,6223854403365.162,6214077082402.543,6230350664512.135,6243541898612.312,6245867341313.647,6261407727438.658,6276420643378.023,6283335173820.986,6279403971079.693,6258466015277.9375,6252941707390.377,6247370022062.653,6225755125021.083,6213538037534.186,6214426464644.944,6214973394505.645,6214607937700.054,6213473111832.24,6197609526209.34,6200437312974.472,6196974151775.326,6181206108219.431,6181473170894.184,6177576036393.216,6159231415821.019,6144452106177.066,6149668333211.852,6137451265223.623,6132573581681.14,6117192828018.667,6100670682804.104,6094804559074.81,6085131293031.055,6073776684623.688,6054860097655.714,6043882552099.756,6021327102682.572,6010195404728.982,7325161083105.882
